"f" "voor" "ref" "hyp"
"5028" "07072022_result.TextGrid" 208 "teda" "teda"
"5029" "07072022_result.TextGrid" 208 "kas" "kas"
"5030" "07072022_result.TextGrid" 208 "ta" "ta"
"5031" "07072022_result.TextGrid" 208 "tegi" "tegi"
"5032" "07072022_result.TextGrid" 208 "ka" "ka"
"5033" "07072022_result.TextGrid" 208 "####" "mingeid"
"5034" "07072022_result.TextGrid" 208 "mingeid" "show"
"5035" "07072022_result.TextGrid" 208 "showsid" "sid"
"5036" "07072022_result.TextGrid" 208 "siin" "siin"
"5037" "07072022_result.TextGrid" 208 "kuidagi" "kuidagi"
"5038" "07072022_result.TextGrid" 208 "see" "see"
"5039" "07072022_result.TextGrid" 208 "oli" "oli"
"5040" "07072022_result.TextGrid" 208 "ikka" "ikka"
"5041" "07072022_result.TextGrid" 208 "kõik" "kõik"
"5042" "07072022_result.TextGrid" 208 "seotud" "####"
"5043" "07072022_result.TextGrid" 208 "oh" "seotud"
"5044" "07072022_result.TextGrid" 208 "my" "ma"
"5045" "07072022_result.TextGrid" 208 "god" "iga"
"5046" "07072022_result.TextGrid" 208 "ma" "ma"
"5047" "07072022_result.TextGrid" 208 "vist" "vist"
"5048" "07072022_result.TextGrid" 208 "tean" "tean"
"5049" "07072022_result.TextGrid" 208 "kellest" "kellest"
"5050" "07072022_result.TextGrid" 208 "sa" "sa"
"5051" "07072022_result.TextGrid" 208 "räägid" "räägid"
"5052" "07072022_result.TextGrid" 208 "aga" "aga"
"5053" "07072022_result.TextGrid" 208 "jaa" "jaa"
"5054" "07072022_result.TextGrid" 208 "okei" "okei"
"5055" "07072022_result.TextGrid" 208 "moving" "mina"
"5056" "07072022_result.TextGrid" 209 "ja" "ja"
"5057" "07072022_result.TextGrid" 209 "ma" "ma"
"5058" "07072022_result.TextGrid" 209 "mäletan" "mäletan"
"5059" "07072022_result.TextGrid" 209 "igal" "igal"
"5060" "07072022_result.TextGrid" 209 "juhul" "juhul"
"5061" "07072022_result.TextGrid" 209 "et" "et"
"5062" "07072022_result.TextGrid" 209 "me" "me"
"5063" "07072022_result.TextGrid" 209 "olime" "olime"
"5064" "07072022_result.TextGrid" 209 "seal" "seal"
"5065" "07072022_result.TextGrid" 209 "võibolla" "võibolla"
"5066" "07072022_result.TextGrid" 209 "see" "see"
"5067" "07072022_result.TextGrid" 209 "oli" "oli"
"5068" "07072022_result.TextGrid" 209 "mingi" "mingi"
"5069" "07072022_result.TextGrid" 209 "feimi" "faimi"
"5070" "07072022_result.TextGrid" 209 "peod" "peod"
"5071" "07072022_result.TextGrid" 209 "või" "või"
"5072" "07072022_result.TextGrid" 209 "mingi" "mingi"
"5073" "07072022_result.TextGrid" 209 "sihukesed" "sisukused"
"5074" "07072022_result.TextGrid" 209 "asjad" "asjad"
"5075" "07072022_result.TextGrid" 209 "ja" "####"
"5076" "07072022_result.TextGrid" 209 "me" "me"
"5077" "07072022_result.TextGrid" 209 "tegime" "tegime"
"5078" "07072022_result.TextGrid" 209 "midagi" "####"
"5079" "07072022_result.TextGrid" 209 "seal" "seal"
"5080" "07072022_result.TextGrid" 209 "kuidagi" "kuidagi"
"5081" "07072022_result.TextGrid" 209 "kõik" "kõik"
"5082" "07072022_result.TextGrid" 209 "see" "see"
"5083" "07072022_result.TextGrid" 209 "oli" "oli"
"5084" "07072022_result.TextGrid" 209 "seotud" "seotud"
"5085" "07072022_result.TextGrid" 210 "et" "et"
"5086" "07072022_result.TextGrid" 210 "ma" "ma"
"5087" "07072022_result.TextGrid" 210 "mäletan" "mäletan"
"5088" "07072022_result.TextGrid" 210 "et" "et"
"5089" "07072022_result.TextGrid" 210 "läbi" "läbi"
"5090" "07072022_result.TextGrid" 210 "feimi" "fami"
"5091" "07072022_result.TextGrid" 210 "sest" "sest"
"5092" "07072022_result.TextGrid" 210 "et" "et"
"5093" "07072022_result.TextGrid" 210 "seal" "seal"
"5094" "07072022_result.TextGrid" 210 "olid" "olid"
"5095" "07072022_result.TextGrid" 210 "all" "ad"
"5096" "07072022_result.TextGrid" 210 "the" "the"
"5097" "07072022_result.TextGrid" 210 "gays" "gas"
"5098" "07072022_result.TextGrid" 210 "olid" "olid"
"5099" "07072022_result.TextGrid" 210 "in" "####"
"5100" "07072022_result.TextGrid" 210 "the" "enda"
"5101" "07072022_result.TextGrid" 210 "musical" "musical"
"5102" "07072022_result.TextGrid" 210 "obviously" "s"
"5103" "07072022_result.TextGrid" 211 "jaa" "####"
"5104" "07072022_result.TextGrid" 211 "sain" "ei"
"5105" "07072022_result.TextGrid" 211 "feimi" "in"
"5106" "07072022_result.TextGrid" 211 "ja" "fami"
"5107" "07072022_result.TextGrid" 211 "sain" "sai"
"5108" "07072022_result.TextGrid" 211 "angelisse" "angelisse"
"5109" "07072022_result.TextGrid" 211 "sisse" "sisse"
"5110" "07072022_result.TextGrid" 211 "aga" "aga"
"5111" "07072022_result.TextGrid" 211 "kuidas" "kuidas"
"5112" "07072022_result.TextGrid" 211 "see" "see"
"5113" "07072022_result.TextGrid" 211 "esimene" "esimene"
"5114" "07072022_result.TextGrid" 211 "bäm" "pämm"
"5115" "07072022_result.TextGrid" 211 "kas" "kas"
"5116" "07072022_result.TextGrid" 211 "sa" "sa"
"5117" "07072022_result.TextGrid" 211 "kui" "kui"
"5118" "07072022_result.TextGrid" 211 "palju" "palju"
"5119" "07072022_result.TextGrid" 211 "sa" "sa"
"5120" "07072022_result.TextGrid" 211 "sellest" "sellest"
"5121" "07072022_result.TextGrid" 211 "mäletad" "mäletad"
"5122" "07072022_result.TextGrid" 212 "ma" "ma"
"5123" "07072022_result.TextGrid" 212 "mäletan" "mäletan"
"5124" "07072022_result.TextGrid" 212 "et" "et"
"5125" "07072022_result.TextGrid" 212 "seal" "seal"
"5126" "07072022_result.TextGrid" 212 "oli" "oli"
"5127" "07072022_result.TextGrid" 212 "mingi" "mingi"
"5128" "07072022_result.TextGrid" 212 "viiskümmend" "viiskümmend"
"5129" "07072022_result.TextGrid" 212 "inimest" "inimest"
"5130" "07072022_result.TextGrid" 212 "see" "see"
"5131" "07072022_result.TextGrid" 212 "oli" "oli"
"5132" "07072022_result.TextGrid" 212 "lekkeris" "####"
"5133" "07072022_result.TextGrid" 212 "siis" "####"
"5134" "07072022_result.TextGrid" 212 "eks" "####"
"5135" "07072022_result.TextGrid" 212 "see" "see"
"5136" "07072022_result.TextGrid" 212 "oli" "oli"
"5137" "07072022_result.TextGrid" 212 "lekkeris" "####"
"5138" "07072022_result.TextGrid" 212 "mhmh" "lekeris"
"5139" "07072022_result.TextGrid" 212 "seal" "see"
"5140" "07072022_result.TextGrid" 212 "oli" "oli"
"5141" "07072022_result.TextGrid" 212 "hästi" "hästi"
"5142" "07072022_result.TextGrid" 212 "pime" "pime"
"5143" "07072022_result.TextGrid" 213 "nad" "nad"
"5144" "07072022_result.TextGrid" 213 "andsid" "andsid"
"5145" "07072022_result.TextGrid" 213 "kõikidele" "kõikidele"
"5146" "07072022_result.TextGrid" 213 "ainult" "ainult"
"5147" "07072022_result.TextGrid" 213 "kaks" "kaks"
"5148" "07072022_result.TextGrid" 213 "jooki" "jooki"
"5149" "07072022_result.TextGrid" 214 "terveks" "terveks"
"5150" "07072022_result.TextGrid" 214 "õhtuks" "õhtuks"
"5151" "07072022_result.TextGrid" 214 "okei" "####"
"5152" "07072022_result.TextGrid" 214 "jaa" "####"
"5153" "07072022_result.TextGrid" 214 "ma" "ma"
"5154" "07072022_result.TextGrid" 214 "mäletan" "mäletan"
"5155" "07072022_result.TextGrid" 214 "et" "et"
"5156" "07072022_result.TextGrid" 214 "ma" "ma"
"5157" "07072022_result.TextGrid" 214 "olin" "olin"
"5158" "07072022_result.TextGrid" 214 "väga" "väga"
"5159" "07072022_result.TextGrid" 214 "mingi" "mingi"
"5160" "07072022_result.TextGrid" 214 "pettunud" "pettunud"
"5161" "07072022_result.TextGrid" 214 "mhmh" "####"
"5162" "07072022_result.TextGrid" 215 "esinejatele" "esinejatele"
"5163" "07072022_result.TextGrid" 215 "siis" "siis"
"5164" "07072022_result.TextGrid" 215 "jah" "jah"
"5165" "07072022_result.TextGrid" 215 "nojah" "nojah"
"5166" "07072022_result.TextGrid" 215 "no" "no"
"5167" "07072022_result.TextGrid" 215 "nagu" "nagu"
"5168" "07072022_result.TextGrid" 215 "me" "me"
"5169" "07072022_result.TextGrid" 215 "meie" "me"
"5170" "07072022_result.TextGrid" 215 "olime" "olime"
"5171" "07072022_result.TextGrid" 215 "korraldajad" "korraldajad"
"5172" "07072022_result.TextGrid" 215 "ja" "ja"
"5173" "07072022_result.TextGrid" 215 "esinesime" "####"
"5174" "07072022_result.TextGrid" 215 "aa" "####"
"5175" "07072022_result.TextGrid" 215 "selles" "####"
"5176" "07072022_result.TextGrid" 215 "mõttes" "####"
"5177" "07072022_result.TextGrid" 215 "okei" "####"
"5178" "07072022_result.TextGrid" 215 "okei" "####"
"5179" "07072022_result.TextGrid" 215 "okei" "esimesel"
"5180" "07072022_result.TextGrid" 215 "esinesime" "esinesime"
"5181" "07072022_result.TextGrid" 215 "kõik" "kõik"
"5182" "07072022_result.TextGrid" 215 "koos" "koos"
"5183" "07072022_result.TextGrid" 215 "ja" "ja"
"5184" "07072022_result.TextGrid" 215 "me" "me"
"5185" "07072022_result.TextGrid" 215 "tegelikult" "tegelikult"
"5186" "07072022_result.TextGrid" 215 "sest" "####"
"5187" "07072022_result.TextGrid" 215 "me" "me"
"5188" "07072022_result.TextGrid" 215 "korraldasime" "korraldasime"
"5189" "07072022_result.TextGrid" 215 "sellel" "sellel"
"5190" "07072022_result.TextGrid" 215 "ajal" "ajal"
"5191" "07072022_result.TextGrid" 215 "seda" "seda"
"5192" "07072022_result.TextGrid" 215 "kõik" "kõik"
"5193" "07072022_result.TextGrid" 215 "koos" "koos"
"5194" "07072022_result.TextGrid" 215 "nagu" "nagu"
"5195" "07072022_result.TextGrid" 215 "mina" "mina"
"5196" "07072022_result.TextGrid" 215 "helina" "helina"
"5197" "07072022_result.TextGrid" 215 "grete" "grete"
"5198" "07072022_result.TextGrid" 215 "madleen" "madleen"
"5199" "07072022_result.TextGrid" 215 "mhmh" "####"
"5200" "07072022_result.TextGrid" 216 "jänks" "janks"
"5201" "07072022_result.TextGrid" 216 "tegi" "tegi"
"5202" "07072022_result.TextGrid" 216 "vist" "vist"
"5203" "07072022_result.TextGrid" 216 "ka" "ka"
"5204" "07072022_result.TextGrid" 216 "meiega" "meiega"
"5205" "07072022_result.TextGrid" 216 "kristel" "####"
"5206" "07072022_result.TextGrid" 216 "jänes" "kristel"
"5207" "07072022_result.TextGrid" 216 "crystal" "ina"
"5208" "07072022_result.TextGrid" 216 "rabbit" "kristrabet"
"5209" "07072022_result.TextGrid" 216 "vist" "vist"
"5210" "07072022_result.TextGrid" 216 "vist" "vist"
"5211" "07072022_result.TextGrid" 216 "tegi" "tegi"
"5212" "07072022_result.TextGrid" 216 "ka" "ka"
"5213" "07072022_result.TextGrid" 216 "alguses" "alguses"
"5214" "07072022_result.TextGrid" 216 "meiega" "meiega"
"5215" "07072022_result.TextGrid" 216 "midagi" "####"
"5216" "07072022_result.TextGrid" 216 "ja" "####"
"5217" "07072022_result.TextGrid" 216 "siis" "####"
"5218" "07072022_result.TextGrid" 216 "võibolla" "midagi"
"5219" "07072022_result.TextGrid" 216 "ei" "ei"
"5220" "07072022_result.TextGrid" 216 "teinud" "teinud"
"5221" "07072022_result.TextGrid" 216 "ka" "ka"
"5222" "07072022_result.TextGrid" 216 "võibolla" "võibolla"
"5223" "07072022_result.TextGrid" 216 "####" "mingi"
"5224" "07072022_result.TextGrid" 216 "mingi" "nelja"
"5225" "07072022_result.TextGrid" 216 "neljakesti" "kesti"
"5226" "07072022_result.TextGrid" 216 "olime" "olime"
"5227" "07072022_result.TextGrid" 216 "vist" "####"
"5228" "07072022_result.TextGrid" 216 "mhmh" "####"
"5229" "07072022_result.TextGrid" 217 "not" "####"
"5230" "07072022_result.TextGrid" 217 "so" "####"
"5231" "07072022_result.TextGrid" 217 "much" "####"
"5232" "07072022_result.TextGrid" 217 "okei" "####"
"5233" "07072022_result.TextGrid" 217 "okei" "####"
"5234" "07072022_result.TextGrid" 217 "minu" "####"
"5235" "07072022_result.TextGrid" 217 "meelest" "atomaha"
"5236" "07072022_result.TextGrid" 218 "jah" "ja"
"5237" "07072022_result.TextGrid" 218 "mina" "mina"
"5238" "07072022_result.TextGrid" 218 "helina" "elina"
"5239" "07072022_result.TextGrid" 218 "grete" "grete"
"5240" "07072022_result.TextGrid" 218 "ja" "####"
"5241" "07072022_result.TextGrid" 218 "madleen" "mad"
"5242" "07072022_result.TextGrid" 218 "olime" "olime"
"5243" "07072022_result.TextGrid" 218 "nagu" "nagu"
"5244" "07072022_result.TextGrid" 218 "kind" "####"
"5245" "07072022_result.TextGrid" 218 "of" "ka"
"5246" "07072022_result.TextGrid" 218 "põhilised" "põhilised"
"5247" "07072022_result.TextGrid" 218 "aga" "aga"
"5248" "07072022_result.TextGrid" 218 "siis" "siis"
"5249" "07072022_result.TextGrid" 218 "madleen" "ma"
"5250" "07072022_result.TextGrid" 218 "nagu" "nagu"
"5251" "07072022_result.TextGrid" 218 "noh" "####"
"5252" "07072022_result.TextGrid" 219 "ta" "ta"
"5253" "07072022_result.TextGrid" 219 "ei" "ei"
"5254" "07072022_result.TextGrid" 219 "olnud" "olnud"
"5255" "07072022_result.TextGrid" 219 "nagu" "nagu"
"5256" "07072022_result.TextGrid" 219 "he" "####"
"5257" "07072022_result.TextGrid" 219 "mingi" "mingi"
"5258" "07072022_result.TextGrid" 219 "väga" "väga"
"5259" "07072022_result.TextGrid" 219 "nagu" "nagu"
"5260" "07072022_result.TextGrid" 219 "drag" "####"
"5261" "07072022_result.TextGrid" 219 "queeni" "trakueeni"
"5262" "07072022_result.TextGrid" 219 "person" "perton"
"5263" "07072022_result.TextGrid" 219 "no" "na"
"5264" "07072022_result.TextGrid" 219 "talle" "talle"
"5265" "07072022_result.TextGrid" 219 "meeldib" "meeldib"
"5266" "07072022_result.TextGrid" 219 "kõik" "kik"
"5267" "07072022_result.TextGrid" 219 "see" "see"
"5268" "07072022_result.TextGrid" 219 "aga" "aga"
"5269" "07072022_result.TextGrid" 219 "ta" "ta"
"5270" "07072022_result.TextGrid" 219 "e" "####"
"5271" "07072022_result.TextGrid" 219 "ei" "ei"
"5272" "07072022_result.TextGrid" 219 "ole" "ole"
"5273" "07072022_result.TextGrid" 219 "ise" "ise"
"5274" "07072022_result.TextGrid" 219 "väga" "väga"
"5275" "07072022_result.TextGrid" 219 "sihuke" "sihuke"
"5276" "07072022_result.TextGrid" 219 "mhmh" "####"
"5277" "07072022_result.TextGrid" 219 "cunty" "####"
"5278" "07072022_result.TextGrid" 219 "shes" "####"
"5279" "07072022_result.TextGrid" 219 "actually" "####"
"5280" "07072022_result.TextGrid" 219 "a" "####"
"5281" "07072022_result.TextGrid" 219 "nice" "####"
"5282" "07072022_result.TextGrid" 219 "person" "####"
"5283" "07072022_result.TextGrid" 219 "jajah" "####"
"5284" "07072022_result.TextGrid" 219 "on" "####"
"5285" "07072022_result.TextGrid" 219 "the" "####"
"5286" "07072022_result.TextGrid" 219 "surface" "####"
"5287" "07072022_result.TextGrid" 219 "level" "####"
"5288" "07072022_result.TextGrid" 219 "you" "####"
"5289" "07072022_result.TextGrid" 219 "know" "####"
"5290" "07072022_result.TextGrid" 219 "jaa" "####"
"5291" "07072022_result.TextGrid" 219 "jaa" "####"
"5292" "07072022_result.TextGrid" 219 "ja" "####"
"5293" "07072022_result.TextGrid" 219 "siis" "####"
"5294" "07072022_result.TextGrid" 219 "oli" "####"
"5295" "07072022_result.TextGrid" 219 "see" "####"
"5296" "07072022_result.TextGrid" 220 "siis" "siis"
"5297" "07072022_result.TextGrid" 220 "jäin" "jäin"
"5298" "07072022_result.TextGrid" 220 "mina" "mina"
"5299" "07072022_result.TextGrid" 220 "ja" "ja"
"5300" "07072022_result.TextGrid" 220 "grete" "grete"
"5301" "07072022_result.TextGrid" 220 "ja" "ja"
"5302" "07072022_result.TextGrid" 220 "helina" "helina"
"5303" "07072022_result.TextGrid" 220 "ja" "ja"
"5304" "07072022_result.TextGrid" 220 "siis" "siis"
"5305" "07072022_result.TextGrid" 220 "helina" "helina"
"5306" "07072022_result.TextGrid" 220 "läks" "läks"
"5307" "07072022_result.TextGrid" 220 "ära" "ära"
"5308" "07072022_result.TextGrid" 220 "ja" "####"
"5309" "07072022_result.TextGrid" 220 "siis" "####"
"5310" "07072022_result.TextGrid" 220 "noh" "####"
"5311" "07072022_result.TextGrid" 220 "grete" "grete"
"5312" "07072022_result.TextGrid" 220 "on" "on"
"5313" "07072022_result.TextGrid" 220 "ka" "ka"
"5314" "07072022_result.TextGrid" 220 "sihuke" "####"
"5315" "07072022_result.TextGrid" 220 "on" "####"
"5316" "07072022_result.TextGrid" 220 "and" "selline"
"5317" "07072022_result.TextGrid" 220 "off" "onenoh"
"5318" "07072022_result.TextGrid" 220 "nagu" "nagu"
"5319" "07072022_result.TextGrid" 220 "et" "et"
"5320" "07072022_result.TextGrid" 220 "kui" "kui"
"5321" "07072022_result.TextGrid" 220 "ta" "ta"
"5322" "07072022_result.TextGrid" 220 "saab" "saab"
"5323" "07072022_result.TextGrid" 220 "siis" "siis"
"5324" "07072022_result.TextGrid" 220 "ta" "ta"
"5325" "07072022_result.TextGrid" 220 "teeb" "teeb"
"5326" "07072022_result.TextGrid" 220 "mhmh" "####"
"5327" "07072022_result.TextGrid" 221 "aga" "aga"
"5328" "07072022_result.TextGrid" 221 "ma" "ma"
"5329" "07072022_result.TextGrid" 221 "mäletan" "mäletan"
"5330" "07072022_result.TextGrid" 221 "et" "et"
"5331" "07072022_result.TextGrid" 221 "seal" "seal"
"5332" "07072022_result.TextGrid" 221 "oli" "oli"
"5333" "07072022_result.TextGrid" 221 "vähe" "vähe"
"5334" "07072022_result.TextGrid" 221 "inimesi" "inimesi"
"5335" "07072022_result.TextGrid" 221 "meil" "meil"
"5336" "07072022_result.TextGrid" 221 "oli" "oli"
"5337" "07072022_result.TextGrid" 221 "meil" "meil"
"5338" "07072022_result.TextGrid" 221 "oli" "oli"
"5339" "07072022_result.TextGrid" 221 "lõbus" "lõbus"
"5340" "07072022_result.TextGrid" 221 "meil" "meil"
"5341" "07072022_result.TextGrid" 221 "oli" "oli"
"5342" "07072022_result.TextGrid" 221 "hästi" "hästi"
"5343" "07072022_result.TextGrid" 221 "palju" "palju"
"5344" "07072022_result.TextGrid" 221 "showsid" "showsid"
"5345" "07072022_result.TextGrid" 221 "ja" "ja"
"5346" "07072022_result.TextGrid" 221 "sellel" "sellel"
"5347" "07072022_result.TextGrid" 221 "esimesel" "esimesel"
"5348" "07072022_result.TextGrid" 221 "bämmil" "bämmil"
"5349" "07072022_result.TextGrid" 221 "ja" "ja"
"5350" "07072022_result.TextGrid" 221 "ka" "ka"
"5351" "07072022_result.TextGrid" 221 "järgmisel" "järgmisel"
"5352" "07072022_result.TextGrid" 221 "mingi" "mingi"
"5353" "07072022_result.TextGrid" 221 "ko" "####"
"5354" "07072022_result.TextGrid" 221 "neljal" "neljal"
"5355" "07072022_result.TextGrid" 221 "oli" "oli"
"5356" "07072022_result.TextGrid" 221 "niimoodi" "niimoodi"
"5357" "07072022_result.TextGrid" 221 "et" "et"
"5358" "07072022_result.TextGrid" 221 "kõik" "kõik"
"5359" "07072022_result.TextGrid" 221 "kes" "kes"
"5360" "07072022_result.TextGrid" 221 "olid" "olid"
"5361" "07072022_result.TextGrid" 221 "olid" "olid"
"5362" "07072022_result.TextGrid" 221 "põhimõtteliselt" "põhimõtteliselt"
"5363" "07072022_result.TextGrid" 221 "meie" "meie"
"5364" "07072022_result.TextGrid" 221 "sõbrad" "sõbrad"
"5365" "07072022_result.TextGrid" 221 "kes" "kes"
"5366" "07072022_result.TextGrid" 221 "olid" "####"
"5367" "07072022_result.TextGrid" 221 "mingi" "####"
"5368" "07072022_result.TextGrid" 221 "yaas" "####"
"5369" "07072022_result.TextGrid" 221 "yaas" "####"
"5370" "07072022_result.TextGrid" 221 "performance" "erama"
"5371" "07072022_result.TextGrid" 222 "ja" "ja"
"5372" "07072022_result.TextGrid" 222 "siis" "siis"
"5373" "07072022_result.TextGrid" 222 "nad" "nad"
"5374" "07072022_result.TextGrid" 222 "vaatasid" "vaatasid"
"5375" "07072022_result.TextGrid" 222 "kõik" "kõik"
"5376" "07072022_result.TextGrid" 222 "showd" "showd"
"5377" "07072022_result.TextGrid" 222 "ära" "ära"
"5378" "07072022_result.TextGrid" 222 "ja" "ja"
"5379" "07072022_result.TextGrid" 222 "siis" "siis"
"5380" "07072022_result.TextGrid" 222 "umbes" "umbes"
"5381" "07072022_result.TextGrid" 222 "mingi" "mingi"
"5382" "07072022_result.TextGrid" 222 "pool" "pool"
"5383" "07072022_result.TextGrid" 222 "kaks" "kaks"
"5384" "07072022_result.TextGrid" 222 "olid" "olid"
"5385" "07072022_result.TextGrid" 222 "kõik" "kõik"
"5386" "07072022_result.TextGrid" 222 "showd" "showd"
"5387" "07072022_result.TextGrid" 222 "läbi" "läbi"
"5388" "07072022_result.TextGrid" 222 "siis" "####"
"5389" "07072022_result.TextGrid" 222 "kõik" "####"
"5390" "07072022_result.TextGrid" 222 "läksid" "####"
"5391" "07072022_result.TextGrid" 222 "koju" "####"
"5392" "07072022_result.TextGrid" 222 "aa" "####"
"5393" "07072022_result.TextGrid" 222 "okei" "####"
"5394" "07072022_result.TextGrid" 223 "siis" "siis"
"5395" "07072022_result.TextGrid" 223 "me" "me"
"5396" "07072022_result.TextGrid" 223 "olime" "olime"
"5397" "07072022_result.TextGrid" 223 "kella" "kella"
"5398" "07072022_result.TextGrid" 223 "neljani" "neljani"
"5399" "07072022_result.TextGrid" 223 "seal" "seal"
"5400" "07072022_result.TextGrid" 223 "nagu" "nagu"
"5401" "07072022_result.TextGrid" 223 "mingi" "####"
"5402" "07072022_result.TextGrid" 224 "tead" "tead"
"5403" "07072022_result.TextGrid" 224 "keegi" "keegi"
"5404" "07072022_result.TextGrid" 224 "võib" "võib"
"5405" "07072022_result.TextGrid" 224 "mind" "mind"
"5406" "07072022_result.TextGrid" 224 "parandada" "parandada"
